Longitude,Latidute,LengthPhaseRed,LengthPhaseGreen
10.0147271,53.5603254,30,30
10.0148052,53.5602177,30,30
10.0164199,53.5619805,30,30
10.0167709,53.5622551,30,30
10.0167721,53.5619898,30,30
10.0133618,53.5590656,30,30
10.0431191,53.568357,30,30
10.0402748,53.5668427,30,30
10.0404645,53.5666714,30,30
10.0407717,53.5667634,30,30
10.0406443,53.5666415,30,30
9.979018,53.5556087,30,30
9.9735091,53.550017,30,30
9.973863,53.5497665,30,30
9.9610874,53.5737611,30,30
9.9614429,53.5740725,30,30
9.9610165,53.5740248,30,30
9.9641728,53.5731979,30,30
9.9643225,53.5731612,30,30
10.0041145,53.5886143,30,30
10.0044799,53.5885845,30,30
10.0043594,53.5881935,30,30
10.0040665,53.5882382,30,30
10.0113808,53.5754863,30,30
10.0111494,53.5758296,30,30
10.0109993,53.5756082,30,30
10.0114944,53.5756496,30,30
10.009246,53.578201,30,30
10.0096534,53.5783711,30,30
10.0095658,53.5781214,30,30
10.0075715,53.580756,30,30
10.0077161,53.5809763,30,30
10.0071707,53.5808339,30,30
10.007327,53.5810786,30,30
10.0062795,53.5824692,30,30
10.0062278,53.5825379,30,30
10.0029659,53.5873286,30,30
10.002542,53.5874097,30,30
10.0024823,53.5869327,30,30
10.0142223,53.5713362,30,30
10.0140013,53.5713804,30,30
10.0140355,53.5716145,30,30
10.0119667,53.5743684,30,30
10.0123798,53.5743997,30,30
10.0122451,53.5742203,30,30
10.0119971,53.5745822,30,30
9.9650355,53.5511567,30,30
9.9651544,53.5510519,30,30
10.0095566,53.5814495,30,30
10.0094424,53.5812505,30,30
10.0092136,53.5815062,30,30
10.009127,53.5813383,30,30
9.9886657,53.5573158,30,30
10.0325377,53.5798544,30,30
10.0320824,53.5800779,30,30
10.0323296,53.5794489,30,30
9.9958506,53.5665887,30,30
9.9962624,53.5668015,30,30
9.9951602,53.5703275,30,30
9.9953801,53.5704527,30,30
9.9950957,53.5707147,30,30
9.994897,53.5705629,30,30
9.9689054,53.5513341,30,30
9.9701495,53.5510552,30,30
10.0065708,53.5913641,30,30
10.0063988,53.5915746,30,30
10.0070166,53.5915338,30,30
9.9563071,53.5682473,30,30
9.9560002,53.5681248,30,30
9.9560448,53.5682757,30,30
9.9869629,53.5477285,30,30
9.9865776,53.5479573,30,30
9.9864464,53.5474812,30,30
9.9860657,53.5476965,30,30
10.0129451,53.5798222,30,30
10.0127944,53.5795469,30,30
10.0120575,53.5809256,30,30
10.0121687,53.5811247,30,30
10.0118139,53.5812078,30,30
10.0113315,53.5817481,30,30
10.0110301,53.5820815,30,30
10.0113896,53.5819579,30,30
10.0108703,53.5818066,30,30
9.9893972,53.5640232,30,30
9.9897056,53.5638345,30,30
9.989229,53.5637356,30,30
9.989507,53.5636359,30,30
9.9888246,53.5661544,30,30
9.9884593,53.5663082,30,30
9.9890046,53.5663428,30,30
9.9887415,53.5664619,30,30
9.9883983,53.5681062,30,30
9.9883838,53.5677749,30,30
9.9881836,53.5679264,30,30
9.9886305,53.5679705,30,30
9.9885554,53.5711907,30,30
9.9885383,53.570863,30,30
9.9857449,53.5725922,30,30
9.9860042,53.5723895,30,30
9.9861408,53.5728475,30,30
9.9864919,53.5726136,30,30
9.9889177,53.577455,30,30
9.9884987,53.5776428,30,30
9.9892786,53.5776501,30,30
9.9889389,53.5778392,30,30
9.9888998,53.5785936,30,30
9.9885698,53.5787785,30,30
9.989194,53.5788048,30,30
9.9888631,53.579004,30,30
10.0103602,53.5522746,30,30
9.9558936,53.5498766,30,30
9.9763736,53.5624112,30,30
10.0422715,53.5851734,30,30
10.0405592,53.5700892,30,30
10.0406646,53.5702941,30,30
10.0378278,53.5696485,30,30
10.0381737,53.5695807,30,30
10.0380859,53.5693607,30,30
9.9677698,53.5724927,30,30
9.9673341,53.5724449,30,30
9.9679652,53.5722923,30,30
9.9674963,53.5722357,30,30
9.9635006,53.5582264,30,30
10.0282036,53.5477057,30,30
10.0283894,53.5479408,30,30
10.0288548,53.5476953,30,30
10.02896,53.5479117,30,30
9.974998,53.5829825,30,30
9.9756057,53.5829785,30,30
9.9756364,53.5831999,30,30
9.9751279,53.5831914,30,30
9.9796829,53.5813648,30,30
9.9792566,53.5812163,30,30
9.9791184,53.5814252,30,30
9.979595,53.5815761,30,30
9.9801846,53.583062,30,30
9.980087,53.5827608,30,30
9.9799124,53.5830091,30,30
10.041859,53.5845389,30,30
10.0420221,53.5848142,30,30
10.0416513,53.584703,30,30
10.0419126,53.5881965,30,30
10.0418612,53.588314,30,30
10.038894,53.5913839,30,30
10.0384272,53.5913623,30,30
9.9702697,53.550724,30,30
9.973133,53.5496655,30,30
9.9819923,53.5643389,30,30
9.9790684,53.5658313,30,30
9.9793441,53.5660783,30,30
9.9738127,53.5690815,30,30
9.9742856,53.5690519,30,30
9.9738404,53.5693625,30,30
9.9743419,53.5693333,30,30
9.9658192,53.5652073,30,30
9.9594644,53.5646734,30,30
9.9603156,53.5635632,30,30
9.959889,53.5639254,30,30
9.9603878,53.5638655,30,30
9.9598604,53.563613,30,30
9.9574794,53.5625208,30,30
9.957857,53.5627132,30,30
9.9574532,53.5627766,30,30
9.9578532,53.5625317,30,30
9.966316,53.5658026,30,30
9.9661947,53.5656678,30,30
9.9653892,53.5652522,30,30
10.0181716,53.5562791,30,30
10.0167031,53.5555813,30,30
10.020257,53.5570835,30,30
10.018158,53.5561555,30,30
10.0206977,53.557055,30,30
10.0201445,53.5573387,30,30
10.0229044,53.5582408,30,30
10.0237061,53.5586129,30,30
10.0227001,53.5585314,30,30
10.0262046,53.5590522,30,30
10.0256122,53.5587459,30,30
10.0260163,53.5586775,30,30
10.0257762,53.559057,30,30
9.9796914,53.5558856,30,30
9.9799002,53.5554775,30,30
9.9792415,53.5553499,30,30
10.0157166,53.5717426,30,30
10.0158809,53.5719609,30,30
10.0162638,53.5718195,30,30
10.0161251,53.5716075,30,30
10.0149524,53.5744224,30,30
10.0151327,53.5746265,30,30
10.0148866,53.5747331,30,30
10.0147458,53.5745934,30,30
9.9646124,53.5677402,30,30
9.9645445,53.5678573,30,30
10.0054456,53.551749,30,30
10.0301345,53.560799,30,30
10.0319873,53.5614393,30,30
10.0323385,53.5619694,30,30
10.0315754,53.5613744,30,30
10.031569,53.5615043,30,30
10.0324798,53.5623202,30,30
10.0305352,53.5609871,30,30
10.0304974,53.5608446,30,30
10.0300882,53.5606543,30,30
10.0329164,53.5739656,30,30
10.0324666,53.5745382,30,30
10.0320554,53.5742633,30,30
10.045007,53.5654331,30,30
9.9622218,53.5779666,30,30
9.9618324,53.5779734,30,30
9.9620303,53.5777648,30,30
10.0344986,53.5525809,30,30
10.0348298,53.5521537,30,30
10.0342663,53.5523024,30,30
10.0350402,53.5524448,30,30
9.9741342,53.5494927,30,30
10.0430675,53.5559587,30,30
10.0449657,53.5670631,30,30
10.0445608,53.5672237,30,30
10.0314667,53.5666959,30,30
10.031176,53.5669405,30,30
10.0315445,53.5668761,30,30
10.0310166,53.5668319,30,30
9.9712782,53.570925,30,30
10.0233763,53.5760325,30,30
10.0232739,53.5758427,30,30
10.0229839,53.5758729,30,30
10.0229866,53.5760757,30,30
10.0236443,53.5731595,30,30
10.024121,53.5730917,30,30
10.0240145,53.5728496,30,30
10.0235615,53.5729127,30,30
9.9562133,53.5680163,30,30
9.9573705,53.5672178,30,30
9.9569155,53.5671482,30,30
9.9569868,53.5672737,30,30
9.957344,53.5670207,30,30
9.9596386,53.5648617,30,30
9.9593129,53.5649325,30,30
10.0136416,53.5898514,30,30
10.0140424,53.5896836,30,30
10.0138508,53.5896702,30,30
9.9562157,53.5827513,30,30
9.9564073,53.5825664,30,30
9.9561691,53.58152,30,30
9.9563663,53.5812776,30,30
9.9559667,53.5813145,30,30
9.9573602,53.5803535,30,30
9.9573568,53.5807233,30,30
9.9648264,53.5788069,30,30
9.9654513,53.5790844,30,30
9.9649107,53.5789842,30,30
9.9654479,53.5788492,30,30
9.9638828,53.579231,30,30
9.9631439,53.5793041,30,30
9.9635958,53.5794836,30,30
9.9634441,53.5790505,30,30
9.9870891,53.5488983,30,30
9.9875091,53.5489437,30,30
9.9857867,53.5517389,30,30
9.985907,53.5519268,30,30
9.9856428,53.5521594,30,30
9.9855704,53.5521738,30,30
9.9853499,53.5521925,30,30
9.9629634,53.5464572,30,30
9.9660854,53.5463301,30,30
9.9654647,53.5464975,30,30
9.9632019,53.5470058,30,30
9.9627013,53.5469729,30,30
9.9629009,53.5471889,30,30
9.962652,53.5483933,30,30
9.9625821,53.5487036,30,30
9.9628274,53.5485981,30,30
9.9911724,53.5541696,30,30
10.0032131,53.5573448,30,30
10.0214997,53.575068,30,30
10.0209685,53.5753498,30,30
9.9555502,53.5753125,30,30
9.9553729,53.5755548,30,30
9.9551287,53.5752079,30,30
9.954978,53.5754308,30,30
9.9577398,53.57237,30,30
9.9579202,53.5726024,30,30
9.9822429,53.5641487,30,30
9.9805269,53.5551444,30,30
9.9805139,53.5553472,30,30
10.0099975,53.5520533,30,30
10.0100152,53.552479,30,30
10.0103241,53.5523562,30,30
9.9663273,53.5694019,30,30
9.9665597,53.5691891,30,30
9.9638789,53.5697534,30,30
9.9814545,53.5851054,30,30
9.969756,53.5809969,30,30
9.9722504,53.5820705,30,30
9.9722446,53.58185,30,30
9.9721042,53.5818165,30,30
9.9717739,53.5820905,30,30
9.9716496,53.5820551,30,30
9.9715919,53.5818237,30,30
9.9820509,53.5854344,30,30
9.9809961,53.584736,30,30
9.9808844,53.5848404,30,30
9.9833564,53.5839789,30,30
9.9829274,53.5839479,30,30
9.9832993,53.5841727,30,30
9.9829245,53.5841641,30,30
10.0034726,53.5807098,30,30
10.0029802,53.5807887,30,30
10.0346818,53.5643776,30,30
10.0342926,53.563935,30,30
9.9578595,53.5515319,30,30
9.9861303,53.578557,30,30
9.9861296,53.5789801,30,30
9.9863858,53.5787912,30,30
9.9858422,53.5787872,30,30
9.9861298,53.5774106,30,30
9.9861297,53.5779131,30,30
9.9857599,53.5776348,30,30
9.986448,53.5776369,30,30
9.986133,53.5754784,30,30
9.9863967,53.5742548,30,30
9.9861391,53.5744485,30,30
9.9858983,53.5742548,30,30
9.9861405,53.5740523,30,30
9.9818091,53.5723424,30,30
9.981855,53.5726589,30,30
9.9821067,53.5724933,30,30
9.981588,53.5724773,30,30
10.032342,53.5743764,30,30
10.0316875,53.5665046,30,30
10.0320137,53.5662341,30,30
10.0320383,53.5664859,30,30
10.0032759,53.5806111,30,30
10.003204,53.580898,30,30
9.9618799,53.5591529,30,30
9.9618821,53.5591861,30,30
9.9615203,53.559284,30,30
10.001424,53.5499934,30,30
9.9995784,53.5500091,30,30
9.9988824,53.5498906,30,30
10.0018826,53.550101,30,30
10.0362812,53.5499399,30,30
9.9945882,53.5517036,30,30
9.9943895,53.5515207,30,30
10.0062938,53.5500944,30,30
9.9695346,53.5461898,30,30
9.9694132,53.5462046,30,30
10.0172592,53.5637023,30,30
9.9894443,53.5615522,30,30
9.9619669,53.561901,30,30
9.9622419,53.5616622,30,30
10.0442445,53.5913892,30,30
10.0436678,53.5913888,30,30
10.0446803,53.5914792,30,30
10.0441231,53.5914784,30,30
9.9557805,53.5497207,30,30
10.0432047,53.5559937,30,30
10.0348181,53.5750727,30,30
10.025576,53.5671799,30,30
10.0250936,53.5669479,30,30
10.0251844,53.5666856,30,30
10.0282443,53.5715495,30,30
10.0189984,53.5650897,30,30
10.0135245,53.5522313,30,30
10.008109,53.5548734,30,30
10.0263944,53.5545619,30,30
10.0272977,53.5563949,30,30
10.0274367,53.5562893,30,30
10.0264437,53.5568853,30,30
10.0260735,53.5571135,30,30
10.0257561,53.5569478,30,30
10.039106,53.5590982,30,30
10.0391594,53.5595427,30,30
10.0386623,53.5595747,30,30
10.0385737,53.5590974,30,30
10.0394811,53.5577589,30,30
10.0395181,53.5576681,30,30
9.9648309,53.5808267,30,30
9.9649152,53.5808869,30,30
10.0104543,53.5509084,30,30
10.0090301,53.5507146,30,30
10.0105619,53.5509865,30,30
10.0089295,53.5506027,30,30
